feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,cat_feature_1,cat_feature_2,cat_feature_3,region,season,target
5.04,3.23,6.88,2.25,0.99,0.59,3.04,0.28,A,Y,Medium,West,Winter,2
7.04,3.21,6.91,0.98,0.2,0.99,3.19,0.32,A,Z,High,West,Winter,2
4.55,4.65,5.12,2.02,2.81,0.73,1.64,0.25,B,Y,High,East,Spring,2
6.14,4.69,2.46,0.56,1.1,1.57,1.24,0.79,C,Z,High,West,Winter,0
4.86,4.73,5.79,2.1,0.41,2.22,1.83,1.27,A,X,Medium,North,Fall,2
4.05,2.94,1.64,0.47,1.53,1.97,1.75,0.61,B,X,Low,West,Winter,0
4.96,4.07,5.68,1.33,2.33,0.93,1.7,0.7,B,Y,High,East,Spring,2
7.9,2.81,6.46,0.82,0.74,1.3,1.58,1.38,A,Z,Medium,North,Winter,2
7.21,2.57,3.3,2.27,0.88,1.52,2.72,1.29,B,Y,High,North,Spring,2
7.84,2.55,4.78,0.86,0.8,2.12,1.98,1.06,C,X,Low,South,Winter,1
5.95,3.03,3.58,2.66,2.98,2.18,3.46,0.55,C,Y,Low,North,Fall,2
4.44,3.29,3.63,2.69,0.67,2.32,1.55,0.35,A,Y,High,South,Summer,2
6.19,4.49,2.86,0.67,1.77,1.52,2.39,0.22,A,X,Medium,North,Spring,1
5.82,2.36,5.57,1.88,2.78,1.89,1.04,0.34,C,Y,Low,North,Winter,1
7.38,4.2,6.62,0.35,0.53,0.72,2.45,0.58,C,Z,Medium,South,Fall,1
4.39,3.59,6.64,1.24,2.92,1.63,1.17,0.92,B,Z,Medium,West,Summer,2
5.95,2.86,2.05,2.17,2.85,1.0,3.93,0.28,B,X,Medium,North,Summer,2
4.6,3.48,6.25,2.01,2.67,1.36,3.37,0.38,A,X,Medium,North,Winter,2
5.3,2.9,5.42,1.91,0.72,1.77,2.47,0.44,B,X,Low,East,Summer,2
6.95,3.79,2.52,0.92,1.94,1.01,1.26,1.02,A,X,Low,West,Spring,1
5.9,3.3,1.4,1.2,2.31,0.6,2.78,1.0,C,X,Low,South,Winter,0
5.5,2.49,2.61,0.4,2.96,0.52,3.28,0.92,B,Z,Medium,West,Summer,0
5.58,2.35,6.47,2.19,0.62,0.54,1.57,0.53,C,X,Medium,South,Summer,1
5.84,3.64,4.8,1.56,2.32,0.52,2.7,0.68,C,Z,Medium,North,Spring,1
7.14,4.71,5.33,2.16,1.08,0.72,3.44,0.33,C,Z,Low,South,Winter,2
7.57,3.03,2.54,0.82,0.61,0.98,3.3,0.49,A,X,Low,East,Spring,1
7.82,4.2,5.32,1.04,1.32,0.94,3.41,1.37,A,Z,Medium,South,Fall,2
7.15,3.98,1.17,1.07,2.4,2.47,3.64,1.47,D,Y,High,East,Winter,1
5.26,4.79,3.25,0.17,1.45,1.11,3.81,1.04,C,Y,Medium,North,Spring,0
6.75,4.46,4.76,1.09,1.66,0.75,2.22,1.39,C,X,Low,East,Winter,1
5.75,3.7,1.88,2.43,2.99,1.59,2.71,1.04,A,Y,Medium,South,Summer,2
5.02,3.97,5.94,2.7,1.26,2.22,3.37,0.24,B,X,High,South,Fall,2
7.36,4.7,2.41,1.6,1.88,1.86,3.09,1.5,C,Y,High,East,Summer,2
4.15,3.2,4.91,1.42,1.16,1.09,3.99,0.33,A,X,Medium,East,Fall,2
7.61,2.98,3.43,0.19,1.24,1.62,1.04,1.09,B,Y,Low,North,Summer,0
5.85,2.03,4.58,2.65,2.12,1.93,2.07,0.53,B,X,Low,West,Spring,2
6.55,4.48,1.64,0.14,2.82,1.96,1.84,0.71,A,X,Low,East,Winter,1
6.64,4.4,1.1,2.84,1.67,1.83,1.79,1.04,A,Y,Low,North,Spring,1
7.58,2.31,6.46,1.52,2.33,2.24,1.67,0.77,A,Y,Medium,West,Winter,2
6.55,3.73,2.62,1.09,0.36,2.24,3.13,0.53,A,Y,Medium,East,Spring,1
6.46,3.39,5.92,2.78,0.71,1.66,1.25,0.63,C,X,Medium,South,Summer,2
4.27,2.36,7.0,0.17,1.56,1.36,3.22,0.64,A,Z,Low,North,Winter,1
6.07,4.94,2.27,1.79,0.16,1.78,3.08,1.45,A,Y,Medium,East,Spring,2
4.6,2.64,2.59,1.69,0.83,2.14,1.75,1.24,D,X,Medium,North,Winter,0
6.95,2.2,4.98,0.74,1.6,0.51,1.76,0.8,B,Y,High,South,Summer,1
6.05,3.78,6.79,1.34,0.14,2.48,2.89,0.46,B,Y,High,South,Summer,2
6.72,4.22,6.49,1.99,0.87,0.87,3.29,1.25,C,X,Low,East,Fall,2
4.17,2.1,4.02,2.21,1.59,1.44,3.63,0.4,D,Y,Low,North,Summer,0
4.34,3.98,5.77,0.1,1.76,2.24,3.56,0.47,A,Z,Medium,West,Summer,1
6.87,3.6,1.81,2.82,2.78,0.95,3.89,0.68,B,Y,High,South,Fall,2
4.29,2.31,6.86,0.58,1.97,1.45,2.74,1.34,C,X,Low,South,Summer,2
4.29,2.52,6.79,0.78,1.3,0.77,3.73,0.37,B,Z,Low,West,Spring,1
4.05,3.7,1.98,0.86,2.8,1.29,3.43,0.36,C,X,Medium,East,Winter,0
7.83,2.89,2.8,0.21,2.38,0.85,3.68,0.84,D,Z,Medium,South,Winter,0
6.95,4.81,1.6,0.46,0.68,1.23,1.03,0.56,D,X,Medium,South,Summer,0
5.41,4.46,2.63,2.96,0.48,1.25,3.9,0.94,A,Y,Medium,South,Fall,2
5.19,4.95,5.9,1.01,2.06,2.49,2.42,0.79,A,Y,Low,East,Fall,2
5.4,2.78,3.27,0.43,1.72,2.49,3.39,0.77,D,X,High,South,Fall,0
7.1,4.91,1.53,0.41,2.39,0.73,1.38,0.35,B,Z,High,East,Summer,1
6.65,3.29,3.05,2.19,2.24,1.95,2.19,0.38,A,Y,High,East,Winter,2
4.74,3.04,6.89,2.58,1.91,0.6,1.81,1.27,C,X,Medium,North,Spring,2
4.7,2.15,4.78,0.85,2.96,0.56,1.87,1.35,A,Y,High,South,Fall,1
4.39,2.16,3.5,0.16,1.65,0.71,1.37,0.51,A,Y,High,North,Winter,0
6.64,4.08,2.0,0.75,0.43,2.43,3.42,0.35,D,X,High,South,Fall,1
7.06,3.37,6.92,0.26,2.5,2.38,1.03,0.27,A,Z,High,East,Winter,2
5.06,2.68,5.93,0.4,0.83,0.89,1.94,0.99,A,Z,Medium,East,Summer,1
4.08,3.84,2.69,1.35,2.35,0.82,1.52,1.13,A,X,High,West,Summer,1
4.33,2.76,1.42,0.77,2.88,0.98,2.77,0.68,C,Y,Medium,North,Winter,0
7.87,3.73,1.34,1.6,2.12,1.53,1.76,1.08,A,X,Medium,West,Summer,1
5.18,3.08,1.72,0.84,1.83,1.64,1.78,1.13,B,Z,High,South,Fall,0
7.08,4.47,4.48,2.83,1.44,0.94,2.47,1.42,C,Z,Medium,South,Spring,2
6.5,4.46,6.57,2.73,1.16,2.01,2.96,0.28,C,X,Low,East,Winter,2
5.53,3.43,3.98,1.74,1.12,1.12,1.36,0.45,A,Z,Low,West,Fall,1
4.82,3.05,6.06,1.13,1.95,2.34,1.53,0.29,C,Y,High,South,Summer,2
4.49,3.09,3.68,1.21,2.28,1.81,1.74,1.33,A,X,Low,East,Summer,1
6.46,4.42,5.25,1.29,2.07,1.37,3.92,1.23,C,Z,Medium,West,Fall,2
7.1,2.98,5.39,2.21,0.68,2.08,2.19,0.95,B,Y,High,West,Spring,2
6.58,2.63,2.04,1.41,1.53,2.14,2.8,0.31,A,Y,High,North,Fall,2
6.12,2.25,3.17,2.58,2.4,1.08,1.72,0.56,C,Y,Medium,West,Fall,1
4.17,3.4,4.82,2.84,1.48,1.18,2.47,0.59,A,X,Medium,West,Spring,2
7.87,3.45,1.42,1.07,1.66,2.37,1.22,0.93,A,X,Medium,East,Winter,1
7.19,4.52,3.17,1.73,2.34,0.83,1.1,0.54,B,Z,Low,West,Summer,0
5.17,2.66,4.21,0.38,2.02,0.58,2.41,0.29,C,Y,High,West,Summer,1
7.92,3.14,6.98,0.68,1.29,1.41,2.2,1.15,A,Z,Medium,South,Summer,2
6.41,4.43,3.85,1.3,2.7,2.1,1.41,0.59,A,X,Medium,North,Fall,2
6.33,4.47,5.9,0.7,0.57,2.04,3.06,0.79,A,Y,Medium,South,Winter,2
6.99,3.15,3.59,2.64,2.99,2.34,3.98,0.37,B,Z,Low,North,Spring,2
7.25,3.38,5.78,0.56,0.44,1.57,2.19,1.24,B,X,Low,South,Summer,2
6.63,2.91,4.57,1.42,0.14,0.7,2.87,0.94,A,X,Low,East,Spring,1
4.51,4.8,6.32,1.86,2.68,1.68,3.89,1.37,A,Y,Medium,South,Winter,2
5.35,2.36,3.47,2.11,0.81,2.06,3.49,0.84,B,X,Medium,East,Summer,1
7.71,4.8,4.63,1.21,2.22,0.69,2.39,1.42,C,X,Medium,West,Fall,2
4.9,4.05,4.78,2.62,2.45,0.85,3.21,1.36,C,Z,Medium,South,Summer,2
5.49,3.59,3.5,1.75,2.59,0.52,1.38,0.95,D,Z,Medium,West,Winter,0
5.73,2.1,1.87,1.37,2.98,1.69,2.54,1.41,A,Y,Low,North,Fall,1
5.76,3.43,1.56,0.29,0.95,2.27,1.84,0.62,D,Z,Medium,West,Winter,0
6.45,3.22,1.1,1.45,2.16,1.84,1.48,0.68,B,Z,High,West,Spring,0
7.77,2.48,6.24,2.48,0.43,2.46,2.28,0.26,D,Y,Low,South,Fall,2
4.96,3.97,2.42,1.88,1.28,0.63,1.39,0.97,A,X,Low,South,Winter,0
4.49,4.91,2.27,2.51,2.56,2.31,3.1,1.14,B,X,Medium,South,Fall,1
4.79,3.69,5.42,1.53,1.17,2.13,2.37,1.21,B,X,Medium,West,Spring,1
7.55,4.14,2.92,0.44,1.81,1.13,2.59,0.39,B,X,High,West,Winter,1
6.58,2.21,4.04,0.14,1.56,2.45,1.44,0.78,C,X,Medium,South,Summer,1
5.14,3.25,1.98,0.98,1.97,1.08,1.42,0.43,C,X,High,East,Spring,1
7.26,2.35,6.76,2.12,2.92,2.28,2.75,1.06,D,X,High,North,Summer,2
7.45,3.84,6.11,2.39,0.26,2.26,3.96,0.41,C,X,Medium,South,Fall,2
7.39,4.82,6.18,0.96,1.76,2.02,1.29,1.38,B,Y,Medium,West,Winter,2
7.68,3.99,3.44,1.54,2.6,1.63,1.86,0.5,A,X,Low,North,Summer,2
5.01,2.23,5.57,1.32,1.5,0.74,3.61,0.58,D,Z,Low,West,Summer,0
7.02,3.06,1.86,1.29,0.33,1.56,1.22,1.31,B,X,High,West,Fall,1
5.84,3.65,1.05,0.77,1.73,1.21,3.63,0.8,C,Z,Low,West,Summer,0
7.37,3.21,1.12,0.5,1.06,2.08,2.57,0.23,B,Z,Medium,North,Winter,0
6.91,4.5,4.52,0.67,0.55,2.02,2.22,0.84,B,Y,High,North,Winter,2
7.11,4.44,3.73,0.26,2.56,2.32,1.93,0.31,D,Y,Medium,North,Summer,1
6.62,3.84,4.11,0.67,1.61,0.53,1.89,1.48,A,Z,Medium,East,Spring,2
4.71,3.12,1.04,0.13,2.81,2.12,1.92,0.96,A,X,Medium,East,Winter,0
6.18,2.77,3.54,1.92,2.44,2.38,3.65,0.53,A,Z,Low,North,Spring,2
7.94,2.32,5.31,1.02,2.11,2.08,3.17,0.93,C,Z,Medium,West,Spring,2
7.75,3.06,3.66,2.92,0.11,0.76,3.01,0.3,A,Y,Low,South,Spring,2
4.17,3.24,5.39,0.66,1.34,0.66,3.4,1.24,A,X,Medium,North,Spring,1
4.66,4.03,2.4,1.1,0.67,0.54,1.77,1.4,A,Y,High,South,Winter,1
4.53,3.97,5.88,1.14,2.74,1.76,2.85,1.34,B,Y,Medium,North,Fall,2
6.9,2.21,4.53,0.12,0.61,1.76,2.38,0.64,B,Y,High,South,Winter,0
7.27,3.19,2.26,2.53,0.93,2.47,3.35,0.62,A,Y,Medium,South,Spring,2
4.85,2.55,2.42,0.19,1.6,1.3,1.93,0.25,D,X,Medium,West,Summer,0
6.02,2.47,4.77,2.83,0.86,1.16,2.93,1.05,D,X,Medium,West,Winter,1
7.36,4.48,5.98,2.69,0.71,1.75,3.65,0.9,A,Y,High,South,Winter,2
6.93,2.13,3.49,1.65,1.84,2.15,2.21,0.8,C,X,Medium,East,Fall,1
6.17,3.26,2.55,1.68,0.36,2.37,1.2,1.38,B,X,High,East,Spring,1
6.36,2.5,6.2,2.0,0.27,2.11,2.55,0.42,A,X,Medium,South,Winter,2
6.03,4.64,5.02,1.22,1.18,1.35,2.04,0.21,A,X,Low,East,Summer,2
5.19,3.67,3.69,1.98,2.19,1.77,3.02,0.3,B,Y,Low,East,Fall,1
6.26,2.69,3.93,0.23,1.71,2.21,3.85,0.49,B,X,High,East,Fall,2
6.76,3.51,2.23,0.26,1.33,1.48,2.46,0.24,A,Z,Medium,East,Fall,0
7.49,4.19,4.76,1.43,1.74,0.93,2.4,0.85,C,Z,Medium,East,Fall,2
6.55,4.87,3.15,1.69,1.16,0.84,2.96,0.61,B,Y,Low,South,Fall,0
7.04,2.66,6.97,2.67,2.81,0.5,1.31,0.43,C,X,Medium,West,Spring,2
4.64,4.66,3.88,0.4,0.26,1.94,1.76,1.18,A,Y,High,North,Summer,1
5.85,4.8,3.92,2.49,2.05,0.72,3.76,0.47,B,Y,Medium,West,Fall,2
4.04,4.75,4.4,0.71,2.68,0.99,3.01,1.09,B,Z,Medium,South,Summer,1
4.99,3.91,6.5,1.24,2.43,1.1,1.04,0.65,B,Y,Low,North,Summer,2
6.91,3.89,5.8,1.02,0.63,1.62,1.61,0.87,C,Y,Low,East,Spring,2
7.97,3.21,3.71,1.26,0.96,1.3,3.05,1.41,C,Z,High,South,Summer,2
4.4,4.26,5.31,0.54,2.18,1.85,3.29,0.25,B,X,Low,West,Winter,2
5.61,3.59,4.52,1.56,0.34,0.61,3.52,0.85,C,X,High,South,Summer,1
7.2,4.03,3.95,2.42,2.45,0.75,1.88,1.31,D,Y,Low,East,Fall,1
4.82,3.29,2.15,1.38,2.18,1.5,3.79,0.96,C,X,Low,South,Fall,0
6.22,4.19,3.78,1.52,2.22,1.17,2.66,0.56,A,X,Medium,North,Spring,2
6.93,4.47,2.47,2.56,0.39,1.09,3.09,0.72,C,Y,Low,South,Winter,1
6.46,2.44,6.49,2.15,2.18,0.63,2.79,1.08,A,X,High,East,Summer,2
4.75,4.5,3.01,1.52,2.07,2.29,1.37,1.36,D,Y,High,East,Winter,1
5.42,3.62,6.71,0.85,2.51,1.88,3.89,0.25,B,Z,High,East,Spring,2
7.14,4.53,4.2,2.67,0.22,0.74,1.37,0.29,B,X,High,West,Spring,2
6.22,3.29,4.79,1.77,0.17,0.63,1.76,0.62,A,X,Medium,East,Summer,2
4.02,3.14,4.26,0.74,1.18,2.45,3.44,0.5,B,X,High,West,Summer,1
7.04,4.75,1.78,0.88,0.53,1.86,2.86,0.54,D,X,Low,North,Winter,0
4.14,2.75,3.25,2.43,1.72,1.33,3.51,0.49,A,X,Medium,North,Spring,1
6.98,4.53,1.59,0.23,2.76,1.9,2.55,0.45,B,X,Medium,South,Fall,0
4.81,3.45,4.74,2.98,1.24,2.01,2.13,0.37,D,Y,Medium,North,Spring,2
7.83,3.54,3.68,0.48,2.55,2.06,3.77,1.41,B,X,Medium,East,Winter,2
5.47,2.93,5.67,2.41,0.1,1.46,1.11,0.39,B,Y,High,East,Winter,1
5.31,3.72,2.32,1.24,0.59,1.36,3.57,0.47,B,Z,Medium,East,Summer,0
4.6,2.98,1.99,1.53,0.19,0.52,1.69,0.52,B,Z,Low,East,Spring,0
5.22,2.12,3.44,2.65,1.05,2.35,3.55,1.41,A,Y,Medium,West,Fall,2
7.51,2.82,6.56,1.3,2.73,1.71,1.42,1.18,A,X,High,West,Spring,2
7.99,2.02,5.26,1.66,0.38,0.91,2.74,1.23,C,Y,Low,North,Spring,2
5.47,4.94,3.51,0.24,1.86,2.34,3.66,0.34,D,X,High,South,Fall,1
5.79,4.9,4.1,0.11,1.41,2.33,2.42,1.29,A,X,Medium,South,Winter,1
6.89,3.19,1.51,0.81,2.82,2.48,3.24,0.73,A,Z,Medium,North,Winter,1
7.54,4.19,6.91,2.07,0.46,2.25,3.41,0.54,B,X,Low,East,Fall,2
6.37,3.04,5.0,0.45,0.71,2.5,3.21,0.95,C,X,Low,East,Fall,1
5.57,4.01,2.71,0.43,0.19,0.99,3.78,1.27,A,Z,Low,North,Winter,0
5.65,4.42,4.51,1.29,1.36,2.18,2.34,1.21,D,Z,Medium,East,Fall,1
6.78,4.84,1.66,1.98,0.91,2.15,1.52,1.36,A,X,High,East,Summer,2
4.01,3.2,6.8,2.17,2.62,0.96,1.14,1.41,D,X,Low,North,Winter,1
6.48,4.35,2.05,0.62,1.85,0.7,1.74,0.51,B,Y,Medium,South,Spring,1
5.42,2.8,4.89,0.33,1.88,2.46,1.43,0.75,C,Y,High,West,Spring,1
7.18,4.97,2.47,2.83,1.64,1.09,2.67,0.22,B,X,Low,East,Fall,2
4.37,2.08,5.31,0.86,0.37,2.24,1.55,1.34,C,Y,High,South,Spring,1
6.35,3.81,5.66,2.57,1.39,0.51,1.12,0.4,A,Z,High,South,Summer,2
5.92,3.98,5.04,2.6,3.0,0.54,1.11,1.32,A,X,Low,North,Summer,2
6.57,4.06,4.69,2.34,2.52,1.43,3.49,0.63,B,Z,Medium,North,Fall,2
4.26,2.36,6.35,0.59,2.69,0.98,2.77,0.68,D,Z,High,West,Winter,1
6.32,4.82,1.47,2.48,2.49,1.88,2.07,0.25,C,X,Low,North,Spring,2
6.25,2.54,2.99,2.33,0.4,1.63,3.68,0.62,B,Z,Low,South,Summer,0
6.24,3.87,2.49,1.83,0.76,0.65,1.21,1.35,B,X,High,North,Spring,1
6.41,2.67,6.93,1.08,0.11,0.83,3.94,0.23,A,Y,Medium,West,Fall,2
6.71,2.92,3.34,0.86,0.98,1.28,2.85,0.73,C,Z,Low,North,Fall,0
7.22,3.64,5.4,0.45,0.41,0.87,1.55,0.24,C,X,High,South,Summer,2
5.08,3.25,5.11,1.58,1.47,2.08,3.04,0.68,C,Y,Medium,East,Spring,2
7.3,2.48,2.27,1.8,2.06,1.33,3.29,0.42,B,Z,High,South,Fall,1
5.99,2.51,2.43,1.14,2.64,0.69,2.29,0.53,D,X,Low,South,Fall,0
4.31,3.25,2.69,1.48,2.27,1.47,3.58,1.34,D,X,Low,South,Spring,1
4.23,4.27,3.47,1.15,2.82,0.68,1.45,0.77,C,X,High,West,Summer,1
5.34,4.69,2.41,1.96,0.26,0.76,1.84,0.56,B,Y,Low,West,Summer,0
7.14,2.25,1.12,2.71,0.14,0.98,1.28,0.97,C,Z,Low,South,Winter,0
6.83,3.18,6.28,0.58,2.02,2.22,1.63,0.38,B,Z,Medium,North,Winter,2
7.15,2.3,6.79,1.21,0.94,2.35,1.72,0.54,B,Y,Medium,North,Fall,2
6.07,2.05,3.05,0.51,0.84,2.15,3.75,0.91,B,Y,High,West,Winter,0
5.76,3.99,3.03,1.91,1.06,1.17,1.23,0.51,B,X,Low,East,Fall,1
4.59,3.81,1.04,2.21,0.88,1.04,2.28,1.08,B,X,Medium,West,Winter,0
5.31,2.49,5.08,2.8,1.58,1.6,2.6,0.84,B,Y,Medium,East,Spring,2
5.74,2.7,5.95,0.91,1.38,1.94,3.7,1.2,A,Y,Medium,West,Summer,2
4.35,2.07,1.88,2.86,1.59,2.49,3.99,1.43,C,Y,Medium,West,Fall,0
4.88,4.5,1.96,0.28,2.05,0.76,3.26,0.35,B,Z,Low,West,Fall,0
6.39,4.92,5.74,1.85,1.22,0.6,3.91,0.64,A,Y,Medium,South,Spring,2
6.94,2.41,4.7,0.27,0.83,1.89,3.36,0.62,B,Y,Low,South,Summer,0
7.99,2.69,1.27,2.69,0.58,2.16,3.89,0.4,D,X,Medium,East,Summer,1
7.73,4.61,4.74,1.64,1.11,2.19,3.12,1.25,C,Z,High,East,Summer,2
6.57,4.78,2.85,2.04,2.25,1.86,1.24,1.19,B,Z,Low,East,Summer,1
5.68,3.26,3.21,2.51,2.29,2.41,2.21,0.83,D,Z,Medium,North,Fall,1
6.54,2.15,5.62,0.54,2.03,1.52,2.94,0.9,A,Y,Medium,East,Winter,2
7.14,2.12,5.87,0.21,0.78,2.33,2.05,0.28,D,Y,Low,South,Fall,1
4.47,3.72,3.4,2.65,1.81,2.44,1.82,0.92,A,Y,High,East,Winter,2
5.64,3.18,6.68,1.01,1.76,2.19,2.73,1.23,A,X,Medium,North,Winter,2
7.36,2.09,3.44,0.47,1.5,1.12,3.8,0.95,B,Y,High,South,Summer,1
5.54,3.75,5.63,1.46,1.69,0.89,1.1,0.54,B,Z,Medium,North,Summer,2
6.29,2.03,3.9,1.84,1.53,1.6,3.31,1.07,B,X,Low,West,Spring,1
6.35,4.36,6.39,0.19,1.74,1.41,3.17,0.67,C,X,Low,South,Winter,2
4.74,2.92,6.45,0.9,2.17,2.26,3.89,0.91,C,Y,Medium,North,Spring,2
5.45,2.12,1.52,0.2,0.42,0.7,3.79,0.83,B,X,Low,North,Fall,0
5.34,3.77,6.62,1.32,2.27,1.02,3.29,0.7,B,Y,Low,East,Summer,2
4.1,3.19,5.95,2.7,0.49,2.0,2.56,1.13,A,Y,Medium,North,Winter,2
4.1,4.92,5.75,2.95,0.29,0.69,1.61,1.35,A,X,High,West,Summer,2
7.33,3.63,2.21,1.95,2.93,1.14,2.64,0.21,C,Z,Medium,East,Winter,1
5.09,2.83,5.83,0.57,2.88,1.27,3.3,1.41,A,Y,Low,South,Summer,2
6.07,4.13,6.1,2.73,0.28,1.75,3.69,0.86,C,Z,Low,East,Summer,2
5.19,2.81,2.73,1.6,1.39,0.82,3.37,1.11,B,Z,Medium,South,Fall,0
7.76,4.71,6.71,0.55,0.64,2.22,1.59,1.31,A,Z,Low,West,Winter,2
5.04,3.12,1.3,2.77,1.51,1.4,2.8,0.81,B,X,High,South,Fall,1
5.72,3.65,1.9,2.3,2.51,2.33,2.0,1.29,A,X,High,West,Winter,2
7.49,2.15,4.23,2.22,2.86,1.44,1.03,0.43,B,X,Low,East,Winter,1
7.37,3.28,4.45,2.16,1.94,1.05,1.6,0.41,C,Y,High,West,Winter,2
4.74,4.5,4.87,0.68,1.13,0.78,1.34,1.05,B,Z,High,North,Summer,1
7.21,4.42,1.1,0.71,1.85,0.51,3.53,1.33,A,Y,Medium,South,Summer,1
5.83,2.67,6.76,2.1,1.0,1.56,1.78,1.36,C,Z,Medium,East,Spring,2
5.93,2.68,1.27,0.74,2.74,0.71,1.85,1.04,A,X,Medium,East,Winter,0
4.53,4.45,1.86,1.37,2.62,1.28,3.88,0.88,C,X,High,North,Winter,1
4.32,4.79,1.08,2.37,1.72,1.68,2.14,0.63,B,Z,Low,South,Fall,0
6.91,2.29,4.4,2.37,1.04,1.05,1.03,1.47,B,Y,Low,South,Summer,1
5.99,3.35,6.59,1.41,0.95,0.85,1.85,0.62,D,Z,Medium,East,Spring,1
5.75,3.01,5.0,2.4,0.2,2.05,1.36,1.17,C,X,Medium,South,Winter,2
6.92,4.61,5.94,2.53,2.47,2.39,1.31,0.89,A,Z,Low,South,Spring,2
7.06,2.25,1.08,2.0,1.41,0.7,1.23,0.99,A,Y,Medium,North,Winter,0
4.64,2.63,4.25,0.76,1.04,0.81,2.78,0.71,D,Z,Medium,South,Summer,0
6.44,4.26,3.76,0.89,1.47,2.42,1.57,1.45,A,X,Medium,North,Summer,2
4.54,2.15,3.99,1.01,2.47,0.58,2.08,0.94,B,Y,Medium,West,Winter,0
7.01,3.48,1.43,0.44,0.46,2.46,3.59,1.42,C,Z,High,North,Spring,0
6.63,3.33,5.11,0.89,2.59,0.51,2.27,0.21,C,Z,Medium,West,Summer,1
7.83,3.0,4.02,0.71,2.7,2.25,3.75,0.94,C,X,Medium,South,Winter,2
4.28,3.18,5.59,1.42,2.85,1.11,2.49,1.13,C,X,Low,South,Fall,2
4.23,3.59,3.91,2.73,1.25,2.38,2.2,1.17,C,Y,Low,North,Winter,1
5.13,2.48,1.9,0.4,0.73,1.13,3.25,1.38,C,X,Medium,East,Winter,0
